"공장코드","제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시작시간","설비가동종료시간","설비최소가동시간","설비최대가동시간","충전투입일"
"4","BKMHSB14","3M손소독제","W26050278W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-15 12:02:00,2026-05-15 13:19:00,"LCCUser","10분 용해",2026-05-15 12:02:00,2026-05-15 12:12:00,10,15,2026-05-18 00:00:00
"4","BKMHSB14","3M손소독제","W26050278W10","DS40001","4공장 용해조 1호","4-R004","4공장 배합실","C02","용해",2026-05-15 12:02:00,2026-05-15 13:19:00,"LCCUser","30분 용해",2026-05-15 12:44:00,2026-05-15 13:19:00,30,35,2026-05-18 00:00:00
"4","BKMHSB14","3M손소독제","W26050278W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 12:41:00,2026-05-15 14:11:00,"LCCUser","20분 교반",2026-05-15 13:31:00,2026-05-15 13:51:00,20,25,2026-05-18 00:00:00
"4","BKMHSB14","3M손소독제","W26050278W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 12:41:00,2026-05-15 14:11:00,"LCCUser","10분 교반",2026-05-15 13:21:00,2026-05-15 13:31:00,10,15,2026-05-18 00:00:00
"4","BKMHSB14","3M손소독제","W26050278W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 12:41:00,2026-05-15 14:11:00,"LCCUser","10분 교반",2026-05-15 12:44:00,2026-05-15 13:19:00,10,15,2026-05-18 00:00:00
"4","BKMHSB14","3M손소독제","W26050278W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-15 12:41:00,2026-05-15 14:11:00,"LCCUser","20분 진공 탈포",2026-05-15 13:51:00,2026-05-15 14:11:00,20,25,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050279W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-15 09:39:00,2026-05-15 10:41:00,"LCCUser","20분 용해",2026-05-15 10:21:00,2026-05-15 10:41:00,20,25,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050279W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-15 09:39:00,2026-05-15 10:41:00,"LCCUser","40분 용해",2026-05-15 09:40:00,2026-05-15 10:21:00,40,45,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050279W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-15 10:23:00,2026-05-15 11:02:00,"LCCUser","20분 교반",2026-05-15 10:42:00,2026-05-15 11:02:00,20,25,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050279W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-15 10:23:00,2026-05-15 11:02:00,"LCCUser","10분 교반",2026-05-15 10:26:00,2026-05-15 10:42:00,10,15,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-15 14:50:00,2026-05-15 15:50:00,"LCCUser","20분 용해",2026-05-15 15:30:00,2026-05-15 15:50:00,20,25,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-15 14:50:00,2026-05-15 15:50:00,"LCCUser","40분 용해",2026-05-15 14:50:00,2026-05-15 15:30:00,40,45,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-15 14:50:00,2026-05-15 15:50:00,"LCCUser","20분 용해",2026-05-15 15:30:00,2026-05-15 15:50:00,20,25,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-15 14:50:00,2026-05-15 15:50:00,"LCCUser","40분 용해",2026-05-15 14:50:00,2026-05-15 15:30:00,40,45,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:22:00,2026-05-15 16:15:00,"LCCUser","10분 교반",2026-05-15 15:34:00,2026-05-15 15:51:00,10,15,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:22:00,2026-05-15 16:15:00,"LCCUser","20분 교반",2026-05-15 15:51:00,2026-05-15 16:15:00,20,25,2026-05-18 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:22:00,2026-05-15 16:15:00,"LCCUser","10분 교반",2026-05-15 15:34:00,2026-05-15 15:51:00,10,15,2026-05-19 00:00:00
"4","BHPG19","프로HK가글","W26050280W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-15 15:22:00,2026-05-15 16:15:00,"LCCUser","20분 교반",2026-05-15 15:51:00,2026-05-15 16:15:00,20,25,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-18 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:41:00,2026-05-15 11:31:00,"LCCUser","45분 용해",2026-05-15 10:42:00,2026-05-15 11:31:00,45,50,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-22 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-19 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-18 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-18 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-18 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-21 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","60분 교반",2026-05-15 11:41:00,2026-05-15 13:26:00,60,65,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","30분 교반",2026-05-15 10:42:00,2026-05-15 11:24:00,30,35,2026-05-20 00:00:00
"5","BETBIG","TB가글(아이시,수출)","W26050281W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 10:42:00,2026-05-15 13:30:00,"LCCUser","15분 교반",2026-05-15 11:24:00,2026-05-15 11:41:00,15,20,2026-05-20 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050282W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 08:56:00,2026-05-15 09:33:00,"LCCUser","premixing 30분 용해",2026-05-15 08:56:00,2026-05-15 09:33:00,30,35,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050282W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 08:57:00,2026-05-15 10:53:00,"LCCUser","60분 교반",2026-05-15 09:51:00,2026-05-15 10:53:00,60,65,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050282W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 08:57:00,2026-05-15 10:53:00,"LCCUser","15분 교반",2026-05-15 09:33:00,2026-05-15 09:51:00,15,20,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050282W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 08:57:00,2026-05-15 10:53:00,"LCCUser","30분 교반",2026-05-15 08:57:00,2026-05-15 09:33:00,30,35,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050283W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-15 10:56:00,2026-05-15 14:04:00,"LCCUser","premixing 30분 용해",2026-05-15 13:32:00,2026-05-15 14:04:00,30,35,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050283W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 13:32:00,2026-05-15 15:46:00,"LCCUser","30분 교반",2026-05-15 13:32:00,2026-05-15 14:04:00,30,35,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050283W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 13:32:00,2026-05-15 15:46:00,"LCCUser","15분 교반",2026-05-15 14:04:00,2026-05-15 14:19:00,15,20,2026-05-18 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050283W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-15 13:32:00,2026-05-15 15:46:00,"LCCUser","60분 교반",2026-05-15 14:19:00,2026-05-15 15:46:00,60,65,2026-05-18 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","20분 교반",2026-05-15 10:40:00,2026-05-15 11:01:00,20,20,2026-05-18 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","20분 교반",2026-05-15 11:27:00,2026-05-15 11:51:00,20,20,2026-05-18 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","30분 교반",2026-05-15 09:39:00,2026-05-15 10:10:00,30,30,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","20분 교반",2026-05-15 10:17:00,2026-05-15 10:40:00,20,20,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","20분 교반",2026-05-15 10:40:00,2026-05-15 11:01:00,20,20,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","20분 교반",2026-05-15 11:27:00,2026-05-15 11:51:00,20,20,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","30분 교반",2026-05-15 09:39:00,2026-05-15 10:10:00,30,30,2026-05-18 00:00:00
"3","BVLC64392502","VLC메리체리","W26050284W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-15 09:28:00,2026-05-15 11:51:00,"LCCUser","20분 교반",2026-05-15 10:17:00,2026-05-15 10:40:00,20,20,2026-05-18 00:00:00
"3","BUV68654738","VLC민트","W26050285W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-15 15:33:00,2026-05-15 17:04:00,"LCCUser","30분 교반",2026-05-15 15:43:00,2026-05-15 16:14:00,30,30,2026-05-18 00:00:00
"3","BUV68654738","VLC민트","W26050285W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-15 15:33:00,2026-05-15 17:04:00,"LCCUser","20분 교반",2026-05-15 16:16:00,2026-05-15 16:38:00,20,20,2026-05-18 00:00:00
"3","BUV68654738","VLC민트","W26050285W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-15 15:33:00,2026-05-15 17:04:00,"LCCUser","20분 교반",2026-05-15 16:43:00,2026-05-15 17:04:00,20,20,2026-05-19 00:00:00
"3","BUV68654738","VLC민트","W26050285W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-15 15:33:00,2026-05-15 17:04:00,"LCCUser","20분 교반",2026-05-15 16:16:00,2026-05-15 16:38:00,20,20,2026-05-19 00:00:00
"3","BUV68654738","VLC민트","W26050285W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-15 15:33:00,2026-05-15 17:04:00,"LCCUser","30분 교반",2026-05-15 15:43:00,2026-05-15 16:14:00,30,30,2026-05-19 00:00:00
"3","BUV68654738","VLC민트","W26050285W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-15 15:33:00,2026-05-15 17:04:00,"LCCUser","20분 교반",2026-05-15 16:43:00,2026-05-15 17:04:00,20,20,2026-05-18 00:00:00
"3","BUV115372","VLC알로에","W26050286W10","LC50009","L/C 1호","3-R003","3공장 배합실","C03","M/M",2026-05-18 13:29:00,2026-05-18 16:11:00,"LCCUser","30분 교반",2026-05-18 13:56:00,2026-05-18 14:27:00,30,30,2026-05-19 00:00:00
"3","BUV115372","VLC알로에","W26050286W10","LC50009","L/C 1호","3-R003","3공장 배합실","C03","M/M",2026-05-18 13:29:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 15:01:00,2026-05-18 15:32:00,20,20,2026-05-19 00:00:00
"3","BUV115372","VLC알로에","W26050286W10","LC50009","L/C 1호","3-R003","3공장 배합실","C03","M/M",2026-05-18 13:29:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 15:49:00,2026-05-18 16:11:00,20,20,2026-05-19 00:00:00
"3","BUV115372","VLC알로에","W26050286W10","LC50009","L/C 1호","3-R003","3공장 배합실","C03","M/M",2026-05-18 13:29:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 14:29:00,2026-05-18 14:50:00,20,20,2026-05-19 00:00:00
"3","BUV68654738","VLC민트","W26050287W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-18 14:39:00,2026-05-18 16:11:00,"LCCUser","30분 교반",2026-05-18 14:54:00,2026-05-18 15:25:00,30,30,2026-05-20 00:00:00
"3","BUV68654738","VLC민트","W26050287W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-18 14:39:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 15:49:00,2026-05-18 16:11:00,20,20,2026-05-20 00:00:00
"3","BUV68654738","VLC민트","W26050287W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-18 14:39:00,2026-05-18 16:11:00,"LCCUser","30분 교반",2026-05-18 14:54:00,2026-05-18 15:25:00,30,30,2026-05-19 00:00:00
"3","BUV68654738","VLC민트","W26050287W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-18 14:39:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 15:28:00,2026-05-18 15:49:00,20,20,2026-05-20 00:00:00
"3","BUV68654738","VLC민트","W26050287W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-18 14:39:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 15:49:00,2026-05-18 16:11:00,20,20,2026-05-19 00:00:00
"3","BUV68654738","VLC민트","W26050287W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-18 14:39:00,2026-05-18 16:11:00,"LCCUser","20분 교반",2026-05-18 15:28:00,2026-05-18 15:49:00,20,20,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","20분 교반",2026-05-18 10:19:00,2026-05-18 10:40:00,20,20,2026-05-20 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","20분 교반",2026-05-18 11:35:00,2026-05-18 11:57:00,20,20,2026-05-20 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","20분 교반",2026-05-18 10:55:00,2026-05-18 11:16:00,20,20,2026-05-20 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","30분 교반",2026-05-18 09:45:00,2026-05-18 10:16:00,30,30,2026-05-20 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","30분 교반",2026-05-18 09:45:00,2026-05-18 10:16:00,30,30,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","20분 교반",2026-05-18 10:55:00,2026-05-18 11:16:00,20,20,2026-05-19 00:00:00
"3","BVLC64392502","VLC메리체리","W26050288W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-18 09:24:00,2026-05-18 11:57:00,"LCCUser","20분 교반",2026-05-18 10:19:00,2026-05-18 10:40:00,20,20,2026-05-19 00:00:00
